GO:0065007	1.57e-45
GO:0050789	1.63e-44
GO:0050794	1.0400000000000001e-43
GO:0007154	1.5e-36
GO:0023052	5.04e-36
GO:0048518	7.17e-33
GO:0048522	2.23e-28
GO:0010646	3.0099999999999997e-28
GO:0023051	9.920000000000001e-27
GO:0032502	1.02e-26
GO:0007165	2.77e-26
GO:0048856	3.04e-26
GO:0009987	3.1000000000000004e-26
GO:0051716	2.98e-25
GO:0007275	4.79e-25
GO:0048731	6.94e-25
GO:0009653	3.55e-24
GO:0007399	1.07e-22
GO:0048583	1.11e-22
GO:0009966	8.39e-22
GO:0045944	1.3900000000000001e-21
GO:0051173	1.4000000000000002e-21
GO:0010604	1.4800000000000002e-21
GO:0009893	3.47e-21
GO:0048869	4.64e-21
GO:0008150	9.000000000000001e-21
GO:0030154	9.200000000000001e-21
UNCLASSIFIED	9.340000000000001e-21
GO:0032501	2.43e-20
GO:0048519	3.04e-20
GO:0048523	5.04e-20
GO:0035556	1.02e-19
GO:0050793	2.68e-19
GO:0031325	3.38e-19
GO:0045893	7.45e-19
GO:0048468	7.53e-19
GO:0050896	8.3e-19
GO:1902680	8.56e-19
GO:0051254	1.46e-18
GO:0010557	1.57e-18
GO:0045935	1.37e-17
GO:0051239	2.36e-17
GO:0031328	5.31e-17
GO:0009891	1.4e-16
GO:0048699	1.92e-16
GO:0007166	6.23e-16
GO:0006357	2.04e-15
GO:0051252	1.28e-14
GO:0051094	3.45e-14
GO:0022008	3.53e-14
GO:0030182	4.22e-14
GO:0006355	5.28e-14
GO:0010556	7.53e-14
GO:2001141	9.54e-14
GO:0048513	1.35e-13
GO:0006468	1.42e-13
GO:0031323	1.45e-13
GO:0016310	1.45e-13
GO:0010468	1.55e-13
GO:0016477	2.31e-13
GO:0060255	2.57e-13
GO:0007267	5.47e-13
GO:0065008	7.77e-13
GO:0065009	8.99e-13
GO:0051171	9.86e-13
GO:0080090	1.28e-12
GO:0019219	1.71e-12
GO:0019222	1.86e-12
GO:0009889	2.46e-12
GO:0031326	4.08e-12
GO:0044093	1.49e-11
GO:0045595	1.82e-11
GO:0048666	2.36e-11
GO:0009888	4.26e-11
GO:0010558	4.98e-11
GO:0048870	5.93e-11
GO:0009890	6.67e-11
GO:0045892	8.29e-11
GO:0051128	8.62e-11
GO:0007167	9.05e-11
GO:0031327	9.39e-11
GO:0010647	1.21e-10
GO:0032879	1.27e-10
GO:0040012	1.3e-10
GO:2000145	1.31e-10
GO:1902679	1.57e-10
GO:0023056	1.97e-10
GO:0030334	2.38e-10
GO:0051253	3.88e-10
GO:0071495	4.23e-10
GO:2000026	4.65e-10
GO:0035295	7.67e-10
GO:0060429	9.17e-10
GO:0045165	9.19e-10
GO:0009790	2.2e-09
GO:0051049	2.38e-09
GO:0035239	2.88e-09
GO:0000122	2.97e-09
GO:0009887	3.71e-09
GO:1902531	9.33e-09
GO:0048568	9.78e-09
GO:0070848	1.03e-08
GO:0000902	1.15e-08
GO:0048646	1.19e-08
GO:0071363	1.24e-08
GO:0072359	1.79e-08
GO:0031324	2.03e-08
GO:0043009	2.24e-08
GO:0045934	2.28e-08
GO:0048584	2.65e-08
GO:0032989	2.95e-08
GO:0009967	2.97e-08
GO:0009892	3.82e-08
GO:0043085	3.98e-08
GO:0043087	4.38e-08
GO:0016043	4.39e-08
GO:0070588	4.4e-08
GO:0009792	4.9e-08
GO:0034762	5.48e-08
GO:0046777	5.54e-08
GO:0010605	5.59e-08
GO:0051172	9.66e-08
GO:0099537	1.26e-07
GO:0001701	1.51e-07
GO:0009719	1.59e-07
GO:0001568	1.82e-07
GO:0098662	1.87e-07
GO:0001944	2e-07
GO:0031344	2.05e-07
GO:0007417	2.56e-07
GO:0006816	2.62e-07
GO:0099536	2.63e-07
GO:0000904	3.81e-07
GO:1901700	4.24e-07
GO:0051056	4.8e-07
GO:0006810	5.84e-07
GO:0098655	6.04e-07
GO:0031175	6.06e-07
GO:0098660	6.22e-07
GO:0000165	6.26e-07
GO:0051240	6.96e-07
GO:0034220	7.01e-07
GO:0048858	7.04e-07
GO:0007010	7.14e-07
GO:0051234	7.3e-07
GO:1901701	7.57e-07
GO:0045597	7.77e-07
GO:0007423	7.82e-07
GO:0120035	8.16e-07
GO:0006796	8.17e-07
GO:0043066	8.86e-07
GO:0048514	8.9e-07
GO:0098916	8.96e-07
GO:0007268	9.02e-07
GO:0042981	9.45e-07
GO:0071840	9.78e-07
GO:0032970	1.16e-06
GO:0030029	1.27e-06
GO:0043069	1.29e-06
GO:0120039	1.3e-06
GO:0007169	1.4e-06
GO:0006793	1.4e-06
GO:0030001	1.4e-06
GO:0043269	1.57e-06
GO:0050790	1.85e-06
GO:0060322	1.96e-06
GO:0043067	2.19e-06
GO:0060284	2.34e-06
GO:0051093	2.34e-06
GO:0042327	2.39e-06
GO:0051241	2.39e-06
GO:0051493	2.39e-06
GO:0048812	2.47e-06
GO:0032990	2.49e-06
GO:0034765	2.61e-06
GO:0120036	2.89e-06
GO:0006915	3.15e-06
GO:0042127	3.54e-06
GO:0034330	3.77e-06
GO:0070887	4.25e-06
GO:0008219	4.57e-06
GO:0098657	4.88e-06
GO:0061564	5.2e-06
GO:0023057	5.32e-06
GO:0030030	5.32e-06
GO:0032956	5.34e-06
GO:0010975	5.67e-06
GO:0009593	6.23e-06
GO:0061061	6.26e-06
GO:0051179	6.46e-06
GO:0007420	6.63e-06
GO:0010033	7.77e-06
GO:0007389	7.91e-06
GO:0007163	7.91e-06
GO:0010648	7.92e-06
GO:0050808	7.93e-06
